,gene,sg^Ind1^Rep1^CellType
640,gene-810,0.1511877281809183
641,gene-812,-0.05946212173081373
642,gene-813,0.2877468721662133
643,gene-814,0.12587583472412336
644,gene-817,-0.01600671361782338
645,gene-820,0.06691133654815916
646,gene-821,-0.15213329867725287
647,gene-823,0.17560197945295639
648,gene-824,0.09363816918490998
649,gene-829,0.294833145914744
650,gene-830,0.11451336230186736
651,gene-831,0.04026841161294213
652,gene-832,0.05550109075998924
653,gene-833,-0.01992516706847869
654,gene-834,0.2770890387752587
655,gene-835,-0.13543842330291864
656,gene-836,0.12049039103195731
657,gene-837,0.10856084828826355
658,gene-838,-0.4079705677231366
659,gene-839,0.12573177811510322
660,gene-840,0.20189334566366662
661,gene-842,-0.055542279935764285
662,gene-843,0.08943027459568494
663,gene-844,0.34129306202151
664,gene-845,-0.0751791490008173
665,gene-846,0.0718196042898284
666,gene-847,6.864726395866388e-05
667,gene-849,-0.0322712918337444
668,gene-851,-0.10015188930510277
669,gene-853,0.25898722676426544
670,gene-854,-0.006209499864560425
671,gene-856,0.005993483403422353
672,gene-857,0.03873250218223859
673,gene-858,0.012450690860607246
674,gene-859,0.23101704228769296
675,gene-860,-0.43195298162610385
676,gene-861,-0.5876833209312337
677,gene-862,0.07260477353558054
678,gene-863,-0.04495768791037229
679,gene-865,0.10889212573562905
680,gene-866,-0.36249660380920207
681,gene-867,-0.009425699048207899
682,gene-868,-0.015646432041457027
683,gene-869,0.10982738448644015
684,gene-870,0.35344048384336446
685,gene-871,0.02024354826574998
686,gene-873,0.3175932545473152
687,gene-874,-0.31972928536852746
688,gene-875,0.20885746882254355
689,gene-876,-0.06944540558691518
690,gene-877,-0.27485187606845324
691,gene-878,0.14400155375066956
692,gene-879,0.33031015250388757
693,gene-880,0.37723357354324355
694,gene-881,0.1394175014301843
695,gene-882,0.06289935580238995
696,gene-883,0.14218408767382934
697,gene-884,0.20803529119424263
698,gene-885,-0.06927165860923884
699,gene-886,0.24348329868803723
700,gene-887,0.040825098774259896
701,gene-888,-0.3231009245485125
702,gene-889,0.11025156446677192
703,gene-890,0.163027337362461
704,gene-891,0.16804065103778854
705,gene-892,0.14191465652191937
706,gene-893,-0.08038886684643032
707,gene-894,-0.36802026298388324
708,gene-895,0.16154699259450211
709,gene-897,0.34347774979537243
710,gene-898,0.08310347980108888
711,gene-899,-0.39004189601605427
712,gene-900,-0.45334006444175057
713,gene-901,-0.1833668403059186
714,gene-902,-0.2819791394534724
715,gene-903,-0.24194191838600793
716,gene-904,-0.039095598455673966
717,gene-905,0.032994798894371395
718,gene-906,0.09060453133758622
719,gene-907,0.17848544194786686
720,gene-908,0.21530569886769513
721,gene-909,-0.12262354023393485
722,gene-911,0.10231181107923254
723,gene-912,-0.07821732683023444
724,gene-913,-0.44849398522855916
725,gene-914,0.522990821615032
726,gene-915,0.7703375954564713
727,gene-916,-0.09239564354455614
728,gene-917,0.09946995976672565
729,gene-918,0.2579833190182584
730,gene-921,-0.414362534557398
731,gene-924,0.19051068384443684
732,gene-925,0.12009922286523896
733,gene-926,0.1125581246798824
734,gene-927,-0.4313235991841608
735,gene-928,-0.04009914540805315
736,gene-930,-0.1475659532308988
737,gene-932,0.2581108663473764
738,gene-935,-0.10880428714147777
739,gene-936,-0.12076124279553109
740,gene-937,0.20176062166986233
741,gene-938,-0.06921277354352989
742,gene-939,0.08741924097359904
743,gene-940,0.6723600366928615
744,gene-941,0.11290994482381933
745,gene-942,0.061916239714751235
746,gene-943,0.3103859569745317
747,gene-944,-0.12931155670377956
748,gene-945,-0.21226665329751168
749,gene-946,0.528686529478989
750,gene-947,-0.15204231185757064
751,gene-949,0.09067989141025734
752,gene-950,-0.20068879985189272
753,gene-951,-0.09429100165932883
754,gene-952,0.15023106757903182
755,gene-953,0.0634931550710859
756,gene-954,-0.365400386368826
757,gene-955,0.022559432271936606
758,gene-956,0.3244300985526251
759,gene-957,-0.27778710557198844
760,gene-958,0.08998846130658578
761,gene-960,-0.11548063374109321
762,gene-961,0.14685794754857528
763,gene-962,0.1810376149958231
764,gene-963,-0.073512553197034
765,gene-964,-0.24261514916195992
766,gene-965,0.024311571324158676
767,gene-966,0.2839917624904124
768,gene-967,-0.24630008516334104
769,gene-968,0.025986566472621438
770,gene-969,-0.051685972160594736
771,gene-970,-0.28868220612993056
772,gene-971,0.3164401756430627
